Order ID,Order Date,Customer ID,Product Name,Category,Sub-Category,Region,Country,City,Quantity,Unit Price,Discount (%),Total Sales,Profit,Shipping Cost,Order Priority,Sales Rep,Warehouse Code,Profit Margin (%)
O-1146,2025-02-26,C-6358,Administration Mini,Electronics,Laptops,North America,Canada,Maryberg,0.10526315789473684,825.41,0.02,2426.71,350.81,48.38,Medium,Heather Perez,W1,14.46
O-1147,2024-12-26,C-3608,Wonder X,Furniture,Chairs,Europe,France,South Brenttown,0.21052631578947367,748.61,0.2,2994.44,824.74,5.34,Medium,John Carter,W2,27.54
O-1148,2024-12-31,C-8687,Claim Pro,Furniture,Sofas,North America,USA,North Miketon,0.42105263157894735,649.51,0.04,5611.77,637.73,45.87,Low,Jacob Durham Jr.,W2,11.36
O-1149,2025-01-02,C-7222,Camera Mini,Apparel,Jackets,Asia,Japan,Castrofort,0.894736842105263,960.11,0.26,12788.67,1526.76,6.97,Medium,Rebecca Tran,W1,11.94
O-1150,2024-11-25,C-2853,Actually Plus,Furniture,Chairs,North America,USA,New Julie,0.7894736842105263,551.27,0.21,6968.05,713.58,33.36,Medium,Rebecca Hawkins,W2,10.24
O-1151,2024-12-26,C-1785,Response Pro,Apparel,Shoes,North America,Canada,North Sandra,0.0,370.3,0.2,296.24,55.57,35.64,High,Marie Gilbert,W2,18.76
O-1152,2025-05-28,C-9924,Bed Mini,Apparel,Shirts,Asia,China,Kristinport,0.47368421052631576,738.32,0.18,6054.22,1035.55,5.99,Medium,Tamara Short,W2,17.1
O-1153,2025-06-06,C-4057,Pass Pro,Electronics,Tablets,North America,Canada,Donaldland,0.10526315789473684,300.9,0.12,794.38,220.28,10.87,Medium,Kevin Lewis,W2,27.73
O-1154,2024-08-05,C-9340,Be Plus,Electronics,Tablets,Europe,UK,Davidhaven,0.7894736842105263,681.25,0.22,8502.0,1746.78,32.28,Medium,Holly Thornton,W1,20.55
O-1155,2024-10-18,C-2883,Market Plus,Apparel,Jackets,Europe,France,Lawrenceburgh,0.8421052631578947,475.73,0.13,7036.05,1798.73,17.49,Low,Dominique Lewis,W3,25.56
O-1156,2025-01-24,C-4267,Research X,Furniture,Chairs,Europe,France,North Sierrafurt,0.21052631578947367,395.52,0.27,1443.65,315.7,36.7,Low,Paul Clark,W3,21.87
O-1157,2024-11-07,C-5545,Beat Pro,Furniture,Chairs,Europe,France,East Shawnland,0.736842105263158,263.48,0.18,3240.8,885.53,10.94,Low,Maria Henry,W1,27.32
O-1158,2024-10-13,C-9736,Yourself Plus,Apparel,Shoes,Europe,France,Rubenstad,0.3684210526315789,143.04,0.09,1041.33,235.98,15.59,Low,Meagan Wilkerson,W2,22.66
O-1159,2025-06-27,C-6584,Let X,Electronics,Phones,Europe,UK,New Christopher,0.631578947368421,785.68,0.02,10009.56,1657.62,48.29,Medium,Andrew Peterson,W1,16.56
O-1160,2025-03-01,C-1657,Suggest X,Apparel,Jackets,North America,USA,East Stephanieberg,0.21052631578947367,310.51,0.21,1226.51,148.8,20.37,Medium,Priscilla Macdonald,W3,12.13
O-1161,2025-06-14,C-4461,System Mini,Apparel,Shoes,Asia,Japan,Elizabethhaven,0.15789473684210525,843.27,0.25,2529.81,317.71,26.15,High,Zachary Evans,W3,12.56
O-1162,2025-05-29,C-8524,Enough Pro,Furniture,Tables,Europe,UK,Charlesshire,0.894736842105263,271.76,0.06,4598.18,1335.77,42.37,Low,Jesse Cline,W3,29.05
O-1163,2025-02-16,C-8112,Director Mini,Apparel,Shirts,Europe,France,East Rickbury,0.6842105263157894,568.68,0.23,6130.37,681.88,9.83,Medium,Sarah Ramirez,W4,11.12
O-1164,2025-02-10,C-2110,Investment Mini,Apparel,Shoes,North America,Canada,Rodriguezport,0.3157894736842105,720.71,0.01,4994.52,1048.33,5.56,Medium,Julie Edwards,W4,20.99
O-1165,2025-04-14,C-5910,Student X,Furniture,Sofas,Europe,UK,Wilsonstad,0.47368421052631576,372.93,0.27,2722.39,752.72,6.08,Medium,Lauren Herman,W3,27.65
O-1166,2024-08-02,C-6519,Stay Plus,Apparel,Jackets,Europe,UK,East Charlestown,0.894736842105263,853.42,0.01,15207.94,3137.47,45.55,High,Brandon Scott DVM,W3,20.63
O-1167,2025-05-30,C-6677,Discussion Mini,Apparel,Shirts,Asia,India,Margaretville,0.736842105263158,622.47,0.07,8683.46,1654.89,39.45,Medium,Angel Phillips,W2,19.06
O-1168,2025-03-20,C-6109,May Pro,Furniture,Chairs,Europe,France,North Stephanie,0.3684210526315789,144.37,0.15,981.72,197.03,24.49,High,Amanda Barnes,W4,20.07
O-1169,2024-08-14,C-8020,Again X,Furniture,Sofas,North America,Canada,North Tammy,0.8421052631578947,87.06,0.27,1080.41,252.74,28.44,High,Devin Sherman,W1,23.39
O-1170,2025-06-13,C-9730,Really Mini,Electronics,Phones,North America,USA,Adamburgh,0.7894736842105263,32.6,0.13,453.79,109.8,13.2,Low,Sophia Rogers,W3,24.2
O-1171,2025-03-22,C-9575,Expect Mini,Electronics,Phones,North America,Canada,New Barbaraville,0.7894736842105263,860.21,0.29,9771.99,2007.84,6.75,Low,Jennifer Howard,W2,20.55
O-1172,2024-12-20,C-1643,Environment Plus,Apparel,Jackets,Europe,France,Sandovalville,0.9473684210526316,193.43,0.12,3234.15,674.52,36.46,Low,Kevin Estrada,W2,20.86
O-1173,2025-01-24,C-6158,Close Mini,Furniture,Sofas,North America,Canada,Wilkinsburgh,0.47368421052631576,265.91,0.07,2472.96,289.36,35.25,High,Shelley Johnson,W2,11.7
O-1174,2025-04-17,C-6344,Style Plus,Apparel,Shirts,Europe,France,Jacobbury,1.0,972.07,0.07,18080.5,3929.6,40.83,Low,John Johnson,W4,21.73
O-1175,2025-06-27,C-5224,Leader X,Electronics,Phones,Europe,France,New Brandon,0.05263157894736842,906.8,0.03,1759.19,230.69,6.18,High,Jimmy Nichols,W3,13.11
O-1176,2024-11-05,C-6233,Issue Pro,Apparel,Shirts,Europe,UK,Lake Kimberly,0.42105263157894735,925.96,0.23,6416.9,1096.99,32.31,Low,Dawn Phillips,W2,17.1
O-1177,2024-10-01,C-2149,Thousand Mini,Electronics,Phones,North America,Canada,Payneshire,0.0,46.85,0.26,34.67,7.56,14.12,Low,William Hall,W2,21.81
O-1178,2024-09-02,C-3296,Occur X,Apparel,Shirts,North America,Canada,Boydtown,0.6842105263157894,640.91,0.05,8524.1,1070.62,46.97,Medium,Lindsey Brown,W3,12.56
O-1179,2025-07-10,C-1730,Chance Mini,Furniture,Sofas,Europe,UK,East Christopher,0.21052631578947367,157.22,0.17,652.46,180.88,24.29,Low,Jeremy Flores,W3,27.72
O-1180,2024-11-17,C-6522,City Plus,Electronics,Phones,North America,USA,South Melissa,0.7894736842105263,289.3,0.26,3425.31,695.62,28.15,Low,Teresa Peterson,W3,20.31
O-1181,2025-02-23,C-2630,Owner Plus,Electronics,Laptops,Asia,Japan,South Carlaland,0.5789473684210527,227.39,0.12,2401.24,290.11,9.14,High,Christina Gill,W4,12.08
O-1182,2024-12-18,C-3493,Institution Pro,Apparel,Shoes,North America,Canada,Rollinsland,0.8421052631578947,173.8,0.12,2600.05,466.87,23.8,High,Brian Cruz,W3,17.96
O-1183,2025-02-25,C-6759,Base Pro,Electronics,Laptops,Europe,UK,Hansenland,0.631578947368421,878.37,0.12,10048.55,2504.46,45.89,High,Gary Fernandez,W2,24.92
O-1184,2024-12-30,C-7237,Attack Mini,Electronics,Tablets,Asia,China,New Sophiaside,0.736842105263158,90.59,0.27,991.96,197.0,6.06,High,Frank Taylor,W1,19.86
O-1185,2024-10-13,C-5567,Response Mini,Furniture,Sofas,North America,Canada,East Darrell,0.10526315789473684,607.35,0.04,1749.17,447.66,32.54,Medium,Amy Lynch,W4,25.59
O-1186,2025-05-14,C-8805,Table X,Electronics,Laptops,Europe,France,Clarktown,0.9473684210526316,541.48,0.2,8230.5,899.39,11.65,Low,Julie Gonzalez,W2,10.93
O-1187,2024-09-27,C-2678,Traditional Plus,Apparel,Shirts,North America,Canada,Allisontown,0.42105263157894735,677.12,0.26,4509.62,725.38,9.76,Low,Sabrina Ramos,W2,16.09
O-1188,2025-05-31,C-8690,Stay X,Electronics,Tablets,Asia,India,Rangelhaven,0.2631578947368421,537.89,0.03,3130.52,905.92,22.34,Medium,Matthew Martin,W2,28.94
O-1189,2024-12-19,C-4753,Dream X,Electronics,Tablets,Asia,China,Hernandezmouth,0.9473684210526316,187.33,0.1,3203.34,578.68,6.35,High,Catherine Underwood,W3,18.06
O-1190,2025-01-02,C-6213,War Pro,Apparel,Shoes,Asia,China,Reedview,0.736842105263158,913.75,0.26,10142.62,1525.37,48.37,Medium,James Blevins,W4,15.04
O-1191,2025-06-07,C-9725,Success X,Electronics,Tablets,North America,USA,Port Shannonshire,0.6842105263157894,268.14,0.23,2890.55,767.08,18.81,Low,Gregory Mercer,W4,26.54
O-1192,2024-12-31,C-9695,Yard Mini,Electronics,Tablets,North America,Canada,Suehaven,0.47368421052631576,145.23,0.26,1074.7,217.07,11.54,Medium,David Huber,W4,20.2
O-1193,2025-04-23,C-7456,Morning Plus,Furniture,Tables,Europe,France,West Michelechester,0.15789473684210525,833.44,0.26,2466.98,683.54,7.49,Medium,Gregory Rivera,W4,27.71
O-1194,2025-01-30,C-4205,Project X,Furniture,Chairs,Asia,China,Estesport,0.10526315789473684,978.44,0.04,2817.91,745.59,21.25,High,Brenda Moore,W4,26.46
O-1195,2024-10-05,C-2465,Guy Pro,Apparel,Shirts,Asia,China,Ryanmouth,0.7894736842105263,163.62,0.18,2146.69,410.87,17.28,High,Jason Brown,W1,19.14
O-1196,2025-04-27,C-2097,Audience Pro,Apparel,Shoes,North America,Canada,West Sheila,0.15789473684210525,403.61,0.23,1243.12,359.55,38.76,Medium,Diana Young,W2,28.92
O-1197,2025-05-15,C-6042,Less Plus,Electronics,Laptops,North America,Canada,Rodrigueztown,1.0,907.64,0.03,17608.22,3664.17,46.64,Low,Patrick Morgan,W2,20.81
O-1198,2025-05-30,C-2508,Realize Mini,Furniture,Sofas,North America,Canada,East Adam,0.631578947368421,842.67,0.2,8763.77,1577.3,8.75,Low,Cynthia Phillips,W4,18.0
O-1199,2025-05-19,C-4205,Child Pro,Furniture,Chairs,North America,USA,Morrisland,0.7894736842105263,689.22,0.19,8932.29,2347.63,15.26,Medium,Charles Stone,W2,26.28
O-1200,2024-08-12,C-6251,Western X,Apparel,Jackets,Europe,UK,Melissamouth,0.05263157894736842,574.53,0.16,965.21,196.58,27.54,Low,Bobby Dillon,W1,20.37
O-1201,2024-10-22,C-5106,Bill Plus,Electronics,Tablets,North America,USA,Daviesmouth,1.0,837.19,0.03,16241.49,2654.36,22.87,Low,Carlos Shelton,W3,16.34
O-1202,2025-03-01,C-2813,Sign Mini,Electronics,Tablets,North America,USA,Port Nicholaston,0.3684210526315789,121.9,0.25,731.4,95.44,22.52,Low,Amy Patterson,W1,13.05
O-1203,2024-11-12,C-2345,About X,Electronics,Laptops,Asia,China,Angelicamouth,0.42105263157894735,535.09,0.05,4575.02,798.52,48.79,High,David Miller,W3,17.45
O-1204,2025-05-16,C-8816,Avoid X,Apparel,Shoes,North America,USA,Martinberg,0.5263157894736843,245.0,0.19,2182.95,620.31,38.82,Medium,Patricia Keller,W1,28.42
O-1205,2024-11-18,C-7817,Old Mini,Electronics,Phones,Asia,India,Port Sherri,0.3684210526315789,154.52,0.3,865.31,246.58,27.5,High,Michael Gonzalez,W3,28.5
O-1206,2024-08-19,C-8826,Fact Mini,Furniture,Sofas,Asia,Japan,Wrightville,0.05263157894736842,827.46,0.13,1439.78,412.58,33.62,Medium,Sarah Edwards,W4,28.66
O-1207,2024-08-08,C-6787,Trouble Plus,Furniture,Tables,Europe,UK,Wellsview,0.5789473684210527,633.82,0.3,5324.09,1278.81,8.54,High,Emily Williams,W4,24.02
O-1208,2025-05-29,C-9439,Short Plus,Apparel,Shirts,Europe,Germany,Jamestown,0.47368421052631576,550.72,0.13,4791.26,849.18,40.03,High,William Johnson,W2,17.72
O-1209,2024-08-13,C-3753,Figure Mini,Electronics,Laptops,North America,Canada,Port Ashleyhaven,0.47368421052631576,424.38,0.27,3097.97,877.72,34.53,Medium,Jessica Graham,W3,28.33
O-1210,2024-12-28,C-8528,Address Pro,Furniture,Chairs,Europe,UK,Catherineshire,0.21052631578947367,514.51,0.12,2263.84,638.93,10.76,High,Brandon Thompson,W1,28.22
O-1211,2025-06-03,C-5428,Process X,Electronics,Tablets,Asia,China,Patricktown,0.894736842105263,44.87,0.27,589.59,107.24,36.76,Low,Carl Perry,W2,18.19
O-1212,2025-06-25,C-1636,Third Pro,Apparel,Jackets,North America,Canada,Port Breannamouth,0.631578947368421,748.54,0.28,7006.33,1362.0,17.77,Medium,Johnny Arnold,W1,19.44
O-1213,2024-09-23,C-1573,Probably X,Electronics,Laptops,Europe,Germany,Donnamouth,0.631578947368421,952.61,0.03,12012.41,1910.37,27.61,Low,Joshua Gonzalez,W2,15.9
O-1214,2024-09-26,C-1204,Responsibility Mini,Apparel,Jackets,North America,Canada,Port Elaine,0.21052631578947367,242.23,0.12,1065.81,125.19,14.01,High,Nicole Thomas,W1,11.75
O-1215,2025-07-02,C-8394,Radio Plus,Electronics,Tablets,Asia,India,East Angelaport,0.8421052631578947,627.9,0.28,7685.5,1765.35,24.91,High,Gregory King,W2,22.97
O-1216,2025-01-18,C-6436,Understand Pro,Apparel,Shoes,North America,Canada,West Kristin,0.6842105263157894,648.97,0.2,7268.46,1049.57,30.45,Medium,Mitchell Ramsey,W4,14.44
O-1217,2024-11-19,C-6877,Despite X,Furniture,Chairs,Asia,India,Nicoleburgh,0.9473684210526316,719.63,0.01,13536.24,2432.99,31.6,High,Rebecca Jones,W4,17.97
O-1218,2024-08-14,C-1055,I Pro,Furniture,Sofas,North America,Canada,North Jeremybury,0.5789473684210527,344.87,0.24,3145.21,708.16,15.64,Low,Lisa Flores,W2,22.52
O-1219,2024-10-15,C-2432,Consumer Plus,Apparel,Shirts,North America,Canada,New Jo,0.10526315789473684,851.55,0.15,2171.45,575.49,26.76,Low,Angela Cardenas,W2,26.5
O-1220,2024-10-22,C-4579,Pay Pro,Electronics,Phones,Asia,Japan,South Cynthia,0.631578947368421,119.69,0.08,1431.49,196.81,46.63,Medium,Vincent Davis,W3,13.75
O-1221,2024-08-12,C-4034,Cover Pro,Apparel,Jackets,Europe,Germany,New Carla,0.6842105263157894,589.6,0.17,6851.15,1503.6,6.49,High,William Byrd,W1,21.95
O-1222,2025-02-16,C-8959,Meet Plus,Electronics,Laptops,Asia,India,Kathleenview,0.736842105263158,938.68,0.23,10841.75,2458.96,46.54,Low,David Chang,W1,22.68
O-1223,2024-11-28,C-4104,Range Pro,Furniture,Chairs,Asia,India,Johnchester,0.2631578947368421,324.38,0.26,1440.25,149.93,20.17,High,Steven Santos,W4,10.41
O-1224,2025-06-18,C-7245,Along Pro,Apparel,Shoes,Europe,UK,Ramirezburgh,0.3684210526315789,209.18,0.3,1171.41,233.93,48.01,Medium,Shelby Wiley,W3,19.97
O-1225,2024-09-17,C-2058,Campaign Plus,Electronics,Laptops,Europe,France,Rickymouth,0.8421052631578947,418.09,0.11,6325.7,1473.89,18.09,Low,Sarah Edwards,W1,23.3
O-1226,2024-08-23,C-2566,She X,Furniture,Chairs,Europe,UK,North Martinburgh,0.6842105263157894,498.46,0.27,5094.26,1164.4,19.28,High,Jonathan Hart,W1,22.86
O-1227,2025-01-19,C-8084,Identify X,Apparel,Shoes,Europe,France,Fitzgeraldbury,0.7894736842105263,700.97,0.05,10654.74,2517.76,35.54,High,Carrie Smith,W3,23.63
O-1228,2024-09-01,C-3108,Whatever Mini,Electronics,Tablets,Europe,France,Powelltown,0.05263157894736842,995.38,0.3,1393.53,224.15,12.46,Low,Jason Douglas,W2,16.09
O-1229,2025-02-18,C-3831,Shake Plus,Furniture,Tables,North America,USA,Gomezmouth,0.631578947368421,776.0,0.25,7566.0,1662.73,41.93,High,Robert Johnson,W4,21.98
O-1230,2024-12-26,C-3487,Small Plus,Apparel,Shirts,Europe,UK,North Nancy,0.3157894736842105,765.04,0.1,4819.75,1278.82,9.73,Low,Jay Lee,W1,26.53
O-1231,2025-05-20,C-2366,Condition X,Furniture,Sofas,North America,USA,Johnhaven,0.6842105263157894,676.56,0.28,6819.72,1387.66,31.91,High,Nicole Hall,W3,20.35
O-1232,2025-05-21,C-7687,Crime Pro,Electronics,Phones,North America,Canada,Wesleyton,0.47368421052631576,629.02,0.29,4466.04,761.17,45.12,Low,Gary Campbell,W1,17.04
O-1233,2025-04-29,C-5466,Later Pro,Apparel,Jackets,Europe,Germany,North Johnside,0.9473684210526316,416.4,0.21,6250.16,1644.6,45.71,Medium,Michael Foster,W1,26.31
O-1234,2025-01-06,C-2014,Family Mini,Furniture,Sofas,Europe,UK,Lake Rachelmouth,0.3157894736842105,916.32,0.17,5323.82,1091.62,32.89,Medium,Juan Perez,W3,20.5
O-1235,2025-04-29,C-5578,Analysis Pro,Apparel,Shirts,Europe,France,Barbaramouth,0.5263157894736843,815.96,0.09,8167.76,1540.72,41.3,Medium,Jared Miller,W3,18.86
O-1236,2024-08-25,C-6947,Lead Pro,Apparel,Jackets,Europe,France,Murphyport,0.6842105263157894,705.27,0.27,7207.86,2121.33,8.37,Low,Andrea Williams,W3,29.43
O-1237,2024-11-10,C-8855,Box Pro,Furniture,Sofas,Asia,China,West Jennifer,0.894736842105263,955.14,0.23,13238.24,3040.72,35.62,High,Sherry Ellis,W4,22.97
O-1238,2025-03-26,C-5231,Dinner Plus,Apparel,Shoes,North America,Canada,New Joymouth,0.5263157894736843,34.09,0.27,273.74,45.62,17.68,High,Bob Bryant,W1,16.67
O-1239,2025-04-27,C-9743,Pattern Mini,Electronics,Laptops,Asia,India,Ferrellborough,0.42105263157894735,256.25,0.06,2167.88,550.75,27.54,Low,Brenda Sherman,W2,25.41
O-1240,2025-05-02,C-1704,Happy Mini,Apparel,Shoes,Asia,China,South Curtis,0.0,911.76,0.12,802.35,214.86,49.46,Low,Michelle Roy,W4,26.78
O-1241,2024-11-18,C-3095,These X,Furniture,Chairs,Europe,Germany,Kingside,0.5263157894736843,557.52,0.17,5090.16,1102.43,28.47,Medium,Diana Barker,W4,21.66
O-1242,2025-04-13,C-5991,Move Plus,Apparel,Shirts,Asia,Japan,Michelleton,0.10526315789473684,230.14,0.21,545.43,124.33,39.44,Medium,Mitchell Mitchell,W4,22.79
O-1243,2025-03-27,C-4123,Course Pro,Electronics,Tablets,Asia,India,Lake Charles,0.7894736842105263,590.75,0.11,8412.28,2244.55,37.75,High,Lauren Kemp,W1,26.68
O-1244,2024-11-20,C-3841,Hit Pro,Apparel,Shoes,Europe,UK,Mackenzietown,0.10526315789473684,588.96,0.17,1466.51,417.66,27.75,Low,Cynthia Castillo,W4,28.48
O-1245,2024-08-29,C-4726,Data Plus,Electronics,Phones,Europe,France,South Lori,0.2631578947368421,457.19,0.05,2605.98,564.97,35.87,Medium,Crystal Lee,W4,21.68
O-1246,2024-12-18,C-3451,Home Mini,Electronics,Phones,Europe,France,Port Brianaside,0.10526315789473684,473.96,0.23,1094.85,240.48,11.45,Low,Jesse Thompson,W4,21.96
O-1247,2025-07-21,C-8813,Economic Pro,Electronics,Phones,North America,USA,East Crystalfort,0.42105263157894735,453.63,0.12,3592.75,878.93,33.47,Low,John Stevens,W3,24.46
O-1248,2024-08-06,C-6145,If Pro,Furniture,Chairs,North America,USA,Quinnchester,0.894736842105263,597.12,0.05,10210.75,1125.32,20.46,High,Diana Bolton,W4,11.02
O-1249,2025-05-19,C-7678,Political Plus,Apparel,Jackets,Asia,Japan,Hendersonland,0.0,678.23,0.16,569.71,70.95,46.31,Medium,Mrs. Melissa Werner MD,W4,12.45
O-1250,2024-12-04,C-5489,Send Mini,Apparel,Shirts,Asia,China,Jakeville,0.0,301.44,0.09,274.31,35.27,25.93,High,Daniel Moreno,W4,12.86
O-1251,2024-10-20,C-4292,Body X,Apparel,Jackets,North America,Canada,South Victoriashire,0.47368421052631576,676.9,0.05,6430.55,827.96,21.45,Low,Angela Hayes,W3,12.88
O-1252,2025-04-02,C-2011,Change Mini,Furniture,Sofas,Europe,UK,South Kimberly,0.3684210526315789,506.84,0.17,3365.42,646.27,35.74,Low,Michele Garrett,W3,19.2
O-1253,2024-07-26,C-6932,Teacher Mini,Furniture,Chairs,Europe,France,Wendyborough,0.5263157894736843,400.77,0.03,4276.22,1225.44,15.63,Low,John Jenkins,W4,28.66
O-1254,2025-01-14,C-7806,Sort Plus,Apparel,Shoes,North America,Canada,Markside,0.3684210526315789,341.1,0.12,2401.34,379.38,41.65,Low,Amanda Morrow,W1,15.8
O-1255,2025-04-26,C-3107,Conference Pro,Apparel,Shoes,Europe,UK,Cherylborough,0.5789473684210527,83.75,0.26,743.7,115.22,15.03,Low,Casey Curtis,W1,15.49
O-1256,2025-05-15,C-8686,Part Mini,Furniture,Sofas,Europe,Germany,New Sharonberg,0.8421052631578947,491.37,0.19,6766.16,894.37,31.93,High,Brandon Jackson,W3,13.22
O-1257,2025-01-05,C-3776,American X,Apparel,Shirts,Europe,France,Lake Melissa,0.05263157894736842,399.88,0.2,639.81,101.25,15.05,Low,Michelle Miller,W2,15.83
O-1258,2025-05-18,C-3389,Care Pro,Furniture,Chairs,Asia,India,Wilsonmouth,0.05263157894736842,75.54,0.17,125.4,31.38,43.6,Medium,Brian Garcia,W3,25.02
O-1259,2024-09-11,C-5379,Act Pro,Furniture,Sofas,Asia,India,Alexstad,0.05263157894736842,332.03,0.24,504.69,145.12,10.74,Low,Carrie Stewart,W3,28.75
O-1260,2024-11-20,C-6739,Hair Plus,Electronics,Phones,Asia,India,Lindseychester,0.21052631578947367,578.94,0.21,2286.81,357.99,25.29,Medium,Jennifer Riggs,W1,15.65
O-1261,2024-11-14,C-8923,Some Plus,Furniture,Sofas,Asia,China,Carterberg,1.0,275.92,0.15,4690.64,518.91,43.46,High,Mark Hanson,W1,11.06
O-1262,2025-03-01,C-3339,Face X,Apparel,Shirts,Asia,Japan,Marshallstad,0.3684210526315789,67.98,0.05,516.65,148.47,12.96,High,Ashley Watkins,W1,28.74
O-1263,2024-11-09,C-4667,Want Mini,Electronics,Tablets,Asia,India,Thomasville,0.42105263157894735,674.62,0.13,5282.27,1509.47,33.23,High,Mercedes Cox,W2,28.58
O-1264,2024-11-11,C-1407,Adult Mini,Furniture,Tables,Europe,UK,South Karen,0.8421052631578947,696.39,0.09,10773.15,2641.11,41.43,Medium,Melissa Li,W1,24.52
O-1265,2025-02-12,C-8342,Certainly Pro,Apparel,Jackets,Europe,UK,Petersburgh,0.736842105263158,193.03,0.01,2866.5,456.19,43.38,Medium,Denise Hood,W4,15.91
O-1266,2025-07-23,C-4654,Last X,Electronics,Tablets,Europe,France,Wendyhaven,0.05263157894736842,662.25,0.2,1059.6,106.25,31.47,High,David Thompson,W1,10.03
O-1267,2024-08-07,C-5735,Act Pro,Furniture,Chairs,North America,USA,North Brian,0.21052631578947367,670.11,0.01,3317.04,397.61,26.56,High,Laura Davis,W1,11.99
O-1268,2025-02-23,C-1944,Decade Plus,Furniture,Tables,Europe,France,Thomastown,0.6842105263157894,634.89,0.16,7466.31,927.76,35.63,Low,Sean Young,W4,12.43
O-1269,2025-03-10,C-4752,Big Pro,Apparel,Shoes,North America,Canada,West Loretta,0.7894736842105263,494.63,0.21,6252.12,815.89,19.04,Low,Roberta Carter,W2,13.05
O-1270,2024-12-04,C-2393,Election X,Electronics,Laptops,Europe,UK,Johnsonmouth,0.0,303.13,0.07,281.91,63.77,10.55,High,Lauren Lynn,W3,22.62
O-1271,2024-10-05,C-3289,Risk Pro,Furniture,Chairs,Europe,UK,East Richard,0.6842105263157894,778.27,0.12,9588.29,2675.08,16.11,Low,Michele Rivera,W1,27.9
O-1272,2025-05-25,C-8339,Free Mini,Apparel,Jackets,Europe,Germany,Joshuaside,0.15789473684210525,795.43,0.12,2799.91,587.81,44.35,Low,Philip Newman,W1,20.99
O-1273,2025-03-07,C-9513,Chance Plus,Electronics,Tablets,Asia,Japan,East Michaelton,0.8421052631578947,789.73,0.19,10874.58,2348.73,37.69,High,Angela Romero,W1,21.6
O-1274,2024-09-05,C-9031,Ever X,Apparel,Shoes,Asia,India,Lake Jennifer,0.894736842105263,47.08,0.02,830.49,93.15,6.32,Low,Justin Johnson,W1,11.22
O-1275,2024-08-19,C-1010,Hit Mini,Electronics,Laptops,Europe,UK,Kristaberg,0.631578947368421,942.03,0.22,9552.18,1549.53,37.07,High,Matthew Downs,W2,16.22
O-1276,2025-06-15,C-6307,Whole Mini,Electronics,Phones,Europe,France,South Marie,0.42105263157894735,634.98,0.25,4286.11,735.61,33.62,High,Micheal Pruitt,W4,17.16
O-1277,2025-03-20,C-1339,Across Mini,Furniture,Sofas,North America,USA,Lewisville,0.8421052631578947,685.74,0.18,9559.22,2824.69,31.68,Low,Nicole Rowland,W3,29.55
O-1278,2024-11-07,C-5054,Region Pro,Apparel,Jackets,North America,USA,Port Ryanville,0.5789473684210527,981.58,0.28,8480.85,1644.09,28.77,Medium,John Sims,W4,19.39
O-1279,2024-08-07,C-4039,Place Plus,Electronics,Tablets,Europe,Germany,Port Jessica,0.3157894736842105,669.28,0.08,4310.16,777.68,21.02,Low,Nicholas Mcclure,W4,18.04
O-1280,2025-02-08,C-3388,Similar X,Electronics,Phones,Asia,China,New Kathleen,0.894736842105263,409.55,0.07,6855.87,754.93,45.89,High,Michael Lee,W1,11.01
O-1281,2025-02-12,C-7412,Itself Plus,Furniture,Tables,Europe,Germany,Angelborough,0.3157894736842105,713.88,0.26,3697.9,676.87,41.0,High,Patrick Fields,W2,18.3
O-1282,2025-01-21,C-5509,Month X,Electronics,Laptops,Asia,India,Port Kevin,0.736842105263158,550.59,0.24,6276.73,1706.39,9.32,Medium,Katherine Odom,W4,27.19
O-1283,2025-03-30,C-4899,Energy Pro,Furniture,Tables,Asia,Japan,West Sara,0.0,179.88,0.06,169.09,38.08,14.49,Low,David Reynolds,W3,22.52
O-1284,2025-06-04,C-1723,Relate Plus,Electronics,Phones,Europe,UK,Hamiltonland,0.3684210526315789,929.83,0.04,7141.09,957.44,8.22,Medium,Elaine Valdez,W1,13.41
O-1285,2025-06-04,C-7798,Break Mini,Apparel,Shirts,Asia,Japan,Ramirezfurt,0.631578947368421,783.21,0.13,8858.11,1038.76,9.56,High,Peter Burke,W3,11.73
O-1286,2025-03-22,C-6685,Require Plus,Furniture,Chairs,Asia,Japan,Gregoryberg,0.7894736842105263,762.97,0.29,8667.34,1310.17,43.62,High,Maria Daniels,W3,15.12
O-1287,2025-01-30,C-6346,Loss Plus,Apparel,Shirts,Asia,China,West Christopherbury,0.3684210526315789,787.54,0.27,4599.23,1183.59,9.6,Medium,Matthew Carter,W1,25.73
O-1288,2025-07-19,C-2539,When X,Electronics,Phones,Europe,France,Port Charlesstad,0.9473684210526316,343.08,0.09,5931.85,1698.77,31.32,High,Caleb Espinoza,W1,28.64
O-1289,2024-08-25,C-5783,Because Pro,Furniture,Chairs,North America,Canada,Elijahfurt,0.5789473684210527,495.81,0.1,5354.75,1520.53,21.58,Medium,Julie Gill,W4,28.4
O-1290,2025-01-14,C-5786,Anyone Plus,Apparel,Shirts,Asia,China,Kimberlyborough,0.3157894736842105,893.91,0.28,4505.31,1046.0,6.3,Medium,Michelle Nguyen,W1,23.22
O-1291,2024-08-18,C-3380,Special X,Furniture,Sofas,Asia,India,East Gregory,0.0,136.21,0.08,125.31,35.96,46.48,Low,Brian Lane,W1,28.7
O-1292,2025-02-12,C-3829,School X,Electronics,Laptops,North America,USA,North Michael,0.8421052631578947,55.12,0.15,796.48,159.77,31.69,Low,Stephanie Lozano,W1,20.06
