Order ID,Order Date,Customer ID,Product Name,Category,Sub-Category,Region,Country,City,Quantity,Unit Price,Discount (%),Total Sales,Profit,Shipping Cost,Order Priority,Sales Rep,Warehouse Code
O-100208,2025-01-25,C-4106,Usually Plus,Electronics,Laptops,North America,USA,South Bradleyshire,1,627.59,,627.59,,,,,
O-100209,2024-11-11,C-1232,Interest Pro,Apparel,Jackets,Europe,UK,Erikahaven,13,578.56,0.29,5340.11,,,Low,,
O-100210,2024-11-06,C-3230,Matter Plus,Apparel,Jackets,Europe,France,East Denniston,1,797.38,,797.38,,,,Jennifer Ramirez,W4
O-100211,2025-04-20,C-9133,Will X,Electronics,Phones,Asia,India,Jodyburgh,2,948.52,0.2,1517.63,,,,,W4
O-100212,2025-06-03,C-5353,Yeah Pro,Electronics,Phones,Europe,Germany,Williamsfort,8,69.58,,556.64,,,,,
O-100213,2025-04-29,C-9095,Service Pro,Apparel,Jackets,Europe,France,Reginaland,9,584.51,,5260.59,,,,,
O-100214,2025-06-15,C-8721,Smile Pro,Electronics,Laptops,Europe,Germany,West Maryhaven,3,150.82,,452.46,,,,,
O-100215,2025-05-09,C-1317,Most Plus,Apparel,Shoes,Asia,China,Gatesfort,8,140.37,,1122.96,259.06,,,,
O-100216,2025-05-02,C-8208,May Mini,Apparel,Jackets,North America,USA,Robertland,7,497.17,,3480.19,,,,,
O-100217,2025-03-20,C-6766,Strong Mini,Electronics,Phones,Asia,Japan,Lake Mirandaside,5,495.0,,2475.0,,,,,
O-100218,2024-08-26,C-5684,Draw Mini,Electronics,Tablets,Europe,France,West Desireefurt,20,437.89,,8757.8,,,,,
O-100219,2024-10-01,C-3375,Focus X,Furniture,Sofas,Asia,Japan,Garciaport,5,895.92,,4479.6,,,,,
O-100220,2025-03-20,C-6313,Where Pro,Apparel,Shirts,Europe,Germany,South Calvin,12,506.31,,6075.72,,,,,
O-100221,2025-05-22,C-4549,Issue Plus,Apparel,Jackets,North America,Canada,North Kelsey,18,867.53,,15615.54,,,,,
O-100222,2025-02-25,C-9602,Republican X,Furniture,Tables,Asia,India,Warnerton,18,562.04,,10116.72,,,,,
O-100223,2025-05-31,C-4090,Brother Mini,Furniture,Tables,North America,Canada,Valeriefurt,1,841.39,,841.39,,,,Jacob Johnson,
O-100224,2025-03-01,C-3352,Early Pro,Electronics,Phones,Europe,Germany,Samanthaton,13,421.01,,5473.13,,,,Tyler Lewis,
O-100225,2024-12-10,C-6141,Best Pro,Furniture,Sofas,Asia,China,West Samanthaside,7,322.9,,2260.3,,26.65,Medium,,
O-100226,2024-11-14,C-4893,Sort X,Apparel,Shoes,Asia,India,Margaretchester,5,349.68,,1748.4,,,,,
O-100227,2025-05-18,C-8872,Inside Mini,Apparel,Jackets,North America,Canada,Christopherstad,18,889.44,,16009.92,3775.61,48.76,,,
O-100228,2025-05-18,C-9409,Attention Mini,Furniture,Chairs,North America,USA,Port Robinbury,14,62.36,,873.04,,,,,
O-100229,2025-02-17,C-2346,More Mini,Electronics,Laptops,Europe,UK,Candiceview,20,515.6,0.02,10105.76,,,,,
O-100230,2025-01-18,C-4934,Series Plus,Electronics,Tablets,Asia,China,Bakerberg,2,169.87,0.15,288.78,,,,,
O-100231,2025-07-07,C-3576,Customer Pro,Electronics,Laptops,Asia,China,Port Kathleen,1,562.33,,562.33,,,,,
O-100232,2025-01-01,C-3604,Picture Plus,Apparel,Shoes,Europe,Germany,West Josephbury,11,314.12,,3455.32,,41.06,,,
O-100233,2025-04-10,C-4526,House X,Electronics,Phones,North America,USA,New Christine,20,822.8,,16456.0,,,,,
O-100234,2025-07-23,C-9932,Add Mini,Electronics,Tablets,Asia,India,Carlaton,4,662.01,,2648.04,,,,,
O-100235,2025-06-06,C-4566,Laugh X,Furniture,Tables,Asia,India,Port Ryan,13,538.43,,6999.59,847.77,,,,
O-100236,2024-09-22,C-4463,Scientist Plus,Apparel,Shoes,Asia,Japan,Port Kevinton,17,567.98,0.09,8786.65,,,,,
O-100237,2025-03-30,C-5443,If X,Apparel,Shoes,Asia,India,Helentown,15,215.67,,3235.05,686.0,,,,W1
O-100238,2025-04-28,C-5886,Order Pro,Electronics,Laptops,Europe,UK,West Brandifurt,8,411.53,,3292.24,,24.19,,,
O-100239,2024-08-19,C-1322,Administration Pro,Furniture,Tables,Asia,India,Kevinborough,15,407.17,,6107.55,,,,,
O-100240,2025-05-03,C-4714,Product X,Furniture,Chairs,Asia,China,Christyfurt,1,70.75,,70.75,,,,,
O-100241,2024-12-17,C-8297,Present X,Electronics,Tablets,North America,USA,Margaretview,1,134.64,,134.64,,,,,
O-100242,2024-12-05,C-9676,Couple X,Electronics,Laptops,Asia,India,East Brian,3,22.93,,68.79,,13.89,,,W3
O-100243,2025-03-29,C-1616,Camera Plus,Apparel,Shoes,North America,USA,Port Robert,3,512.06,,1536.18,,,High,,
O-100244,2024-11-06,C-7434,Professor X,Furniture,Chairs,Europe,Germany,Susanchester,10,445.19,,4451.9,717.55,,,,
O-100245,2025-06-06,C-7253,Describe Pro,Apparel,Shoes,Asia,India,Port Jennifer,13,292.95,,3808.35,724.34,,,,
O-100246,2025-07-04,C-6252,Two Pro,Electronics,Laptops,Europe,UK,Robersonton,13,852.7,,11085.1,,,,,
O-100247,2025-07-17,C-8782,Your Mini,Electronics,Laptops,Europe,France,North Rachel,20,984.44,0.14,16932.37,,,,,W1
O-100248,2025-06-20,C-8461,Drop Plus,Furniture,Sofas,Europe,UK,New Johnfort,11,570.61,,6276.71,,,,Teresa Johnson,
O-100249,2024-09-17,C-4550,Skill Pro,Furniture,Chairs,North America,USA,West Juan,7,223.09,,1561.63,,,,,
O-100250,2025-03-18,C-1438,Our Mini,Electronics,Phones,North America,USA,South Rebecca,20,305.22,,6104.4,,,,,W2
O-100251,2025-07-16,C-6631,Kind Mini,Electronics,Laptops,North America,Canada,Williamsshire,19,624.65,,11868.35,,,,,
O-100252,2025-05-01,C-2723,Fight Mini,Furniture,Chairs,North America,USA,Lake Karenbury,16,745.36,,11925.76,,,,,
O-100253,2025-02-10,C-1614,Use Plus,Furniture,Sofas,Asia,India,Lisamouth,17,910.87,,15484.79,,,,,W4
O-100254,2025-02-24,C-9823,Hard Pro,Electronics,Phones,Europe,France,Patriciashire,17,614.54,,10447.18,,31.03,,,
O-100255,2025-07-09,C-7934,Such Pro,Apparel,Shoes,Europe,France,East Calebview,4,381.08,,1524.32,,,,,
O-100256,2025-04-18,C-1108,Forget Mini,Apparel,Shoes,North America,USA,Delgadobury,18,788.69,,14196.42,,,,,
O-100257,2025-03-02,C-3233,Standard Pro,Electronics,Laptops,North America,Canada,Melissaland,2,271.91,,543.82,,,,,
O-100258,2024-10-29,C-3841,Fly X,Apparel,Shirts,Asia,Japan,West Kristen,14,600.82,,8411.48,,,,Michael Espinoza,
O-100259,2024-08-16,C-9675,Art X,Furniture,Tables,North America,Canada,Robertchester,12,351.14,,4213.68,,12.11,,,
O-100260,2024-12-10,C-6412,Hotel Mini,Apparel,Jackets,Asia,China,East Victoria,11,542.48,,5967.28,,,,Joshua Morgan,
O-100261,2024-09-06,C-5532,East Plus,Apparel,Shirts,North America,USA,North Traceyshire,4,108.49,,433.96,,,,Crystal Johnson,
O-100262,2025-02-10,C-9544,Method Plus,Apparel,Jackets,Europe,UK,Port Christine,3,582.08,,1746.24,,,,,
O-100263,2025-04-15,C-2105,Hair Plus,Electronics,Laptops,Europe,UK,East Sarahmouth,1,728.98,,728.98,,,,,
O-100264,2025-06-18,C-2257,Always X,Electronics,Phones,North America,USA,West Ashley,2,507.66,,1015.32,140.17,,,,
O-100265,2024-09-07,C-6596,Recognize X,Apparel,Shirts,North America,USA,North Cassidyport,8,806.25,,6450.0,,,,,
O-100266,2025-06-12,C-2198,West Plus,Furniture,Tables,Europe,France,Charlottechester,14,756.22,,10587.08,,,,,
O-100267,2025-05-12,C-4546,Eat Pro,Apparel,Shirts,Europe,Germany,North Michaelbury,16,304.47,,4871.52,,39.96,,,
O-100268,2025-06-14,C-8594,Soldier Plus,Apparel,Shoes,North America,USA,Dominiqueshire,4,404.54,0.19,1310.71,,,,Kyle Rojas,
O-100269,2025-05-27,C-9175,Film Plus,Furniture,Chairs,Asia,Japan,West Jessica,6,447.15,,2682.9,,,,,
O-100270,2025-01-01,C-8094,Lawyer Plus,Apparel,Jackets,Asia,China,South Autumn,6,472.29,,2833.74,,,,,
O-100271,2024-08-09,C-6411,Seat Plus,Apparel,Shirts,North America,USA,Hensonborough,13,697.34,,9065.42,,,,,W4
O-100272,2025-03-19,C-1225,Whether Pro,Apparel,Shirts,North America,USA,Port Johnburgh,5,177.21,,886.05,,,,Thomas Park,
O-100273,2025-01-24,C-1717,Brother Mini,Electronics,Phones,Europe,Germany,South Royshire,8,471.81,,3774.48,,26.72,,,
O-100274,2025-01-22,C-1874,Defense Plus,Furniture,Chairs,Europe,Germany,New Brittney,3,47.29,0.02,139.03,,,Low,,
O-100275,2025-02-09,C-3601,Read X,Electronics,Phones,Europe,Germany,New Cindy,19,725.51,,13784.69,,,High,,W4
O-100276,2025-07-16,C-9538,Address X,Apparel,Jackets,Asia,India,Lewisland,11,942.55,,10368.05,,,,,
O-100277,2025-06-24,C-7679,Image Plus,Apparel,Shirts,Europe,Germany,New Williamstad,14,964.14,,13497.96,,,,,W1
O-100278,2025-01-05,C-9243,Kid Plus,Furniture,Chairs,Europe,France,Duffyhaven,18,452.34,,8142.12,1305.08,,Medium,Anthony Raymond,
O-100279,2024-08-25,C-6760,Body Mini,Electronics,Tablets,North America,USA,Kyletown,10,144.8,,1448.0,,,,,
O-100280,2024-09-28,C-1639,Better Pro,Apparel,Jackets,Asia,Japan,Dyerstad,2,536.97,,1073.94,,,,Jordan Marsh,
O-100281,2025-03-31,C-2423,Arm X,Furniture,Chairs,Asia,China,Walkerchester,20,211.72,,4234.4,,,,,
O-100282,2025-06-15,C-8850,Single X,Furniture,Chairs,Asia,Japan,Darrylburgh,19,510.59,,9701.21,2747.14,,,,
O-100283,2024-08-31,C-7072,Area Pro,Furniture,Tables,North America,Canada,North Janet,12,114.94,,1379.28,140.49,,,,
O-100284,2025-01-11,C-9417,With Pro,Electronics,Laptops,Europe,Germany,West Angela,12,553.42,,6641.04,,,,,
O-100285,2025-05-03,C-9986,His Plus,Furniture,Tables,North America,USA,Dakotaton,14,362.81,,5079.34,,,Low,,
O-100286,2025-03-08,C-5266,Whatever Plus,Furniture,Tables,Asia,Japan,North Alexland,11,867.15,,9538.65,2529.34,,,,W2
O-100287,2025-01-01,C-2337,Staff Pro,Electronics,Tablets,Europe,Germany,East Justin,2,823.7,0.16,1383.82,,,,,
O-100288,2024-09-07,C-5926,Scene Pro,Apparel,Shoes,Europe,France,Smithburgh,11,265.37,0.13,2539.59,,,,,
O-100289,2024-08-08,C-1625,Mouth X,Apparel,Shoes,Europe,UK,Lake Haley,17,540.91,,9195.47,,,,,
O-100290,2025-03-03,C-7731,Site Pro,Apparel,Shoes,North America,USA,Alvarezville,7,530.81,,3715.67,,,,,
O-100291,2024-10-11,C-1225,Effect Plus,Apparel,Jackets,Europe,France,Melissatown,2,550.91,,1101.82,,,Low,,
O-100292,2024-09-09,C-4255,Item X,Electronics,Laptops,Europe,Germany,Delgadoview,9,813.73,,7323.57,,,,,
O-100293,2025-04-28,C-8072,Test Mini,Electronics,Laptops,North America,Canada,South Andreafort,15,858.37,,12875.55,,,High,,
O-100294,2024-08-05,C-3868,Enjoy X,Furniture,Sofas,Asia,Japan,North Jason,20,617.27,,12345.4,,,Medium,,
O-100295,2024-11-15,C-2300,Protect Plus,Furniture,Sofas,North America,Canada,East James,4,717.0,,2868.0,,,,,
O-100296,2025-04-19,C-1490,Executive Pro,Apparel,Shoes,Europe,Germany,Lake Robertstad,18,807.63,,14537.34,,,,,
O-100297,2024-08-13,C-6539,Total Plus,Furniture,Tables,Asia,China,Youngchester,6,582.94,,3497.64,,,,,
O-100298,2025-07-25,C-3587,Present X,Electronics,Phones,Asia,Japan,Hannahborough,3,654.99,,1964.97,,,,,
O-100299,2024-12-24,C-3220,Oil Pro,Apparel,Shirts,Asia,India,Riverabury,16,952.27,,15236.32,,,Low,,
O-100300,2024-08-14,C-2538,Window Plus,Apparel,Shoes,Asia,China,Oliviachester,4,768.94,,3075.76,,35.62,,,
O-100301,2025-01-07,C-7844,Certain Pro,Electronics,Phones,Asia,China,Lake Allison,8,321.28,,2570.24,,44.49,,,
O-100302,2025-03-29,C-5923,Sign Plus,Electronics,Phones,Europe,France,Clarkmouth,3,205.98,0.22,481.99,,,Medium,,
O-100303,2024-12-26,C-5064,There Plus,Electronics,Tablets,Asia,Japan,Port Karenside,16,453.62,,7257.92,,,,,
O-100304,2025-07-05,C-3743,Tax X,Apparel,Shoes,Europe,UK,Amandaborough,8,46.36,,370.88,,,,,
O-100305,2024-08-05,C-9017,Over Pro,Furniture,Tables,Asia,Japan,Garciaton,18,605.93,,10906.74,,,,John Gates,W4
O-100306,2025-05-31,C-4667,Book Plus,Electronics,Phones,Asia,India,South Mitchell,3,437.77,,1313.31,,,Medium,,
O-100307,2025-01-06,C-7136,Player Plus,Apparel,Shoes,Asia,India,East Nancy,13,509.12,,6618.56,,,Medium,,
O-100308,2025-02-26,C-4251,Probably Mini,Furniture,Chairs,North America,Canada,East Josephstad,9,369.87,,3328.83,,15.66,,Jennifer Hoover,W1
O-100309,2025-07-13,C-9738,National Plus,Electronics,Tablets,Europe,UK,Campbellberg,16,112.38,0.23,1384.52,,,,,
O-100310,2024-08-02,C-9380,Place Plus,Electronics,Tablets,Europe,France,Samanthashire,4,275.71,,1102.84,,,,,
O-100311,2025-03-25,C-8883,Tax Plus,Furniture,Chairs,Asia,India,Lake Brittney,14,376.06,,5264.84,,17.58,,,
O-100312,2025-07-17,C-7479,Television Mini,Apparel,Jackets,Asia,India,West Kristystad,5,876.65,,4383.25,1082.13,,Medium,,W3
O-100313,2024-09-14,C-2041,Media Plus,Furniture,Tables,Asia,China,Paigeshire,10,803.45,,8034.5,,,Medium,,W3
O-100314,2025-02-28,C-5171,Five Pro,Electronics,Laptops,North America,USA,East Amy,8,178.27,0.19,1155.19,,,High,,
O-100315,2025-03-28,C-5849,Concern Mini,Electronics,Phones,Europe,UK,South Eric,16,158.91,,2542.56,,,High,,
O-100316,2024-11-16,C-8399,Pull Plus,Furniture,Tables,Europe,France,West Johnshire,11,292.08,,3212.88,,,,,
O-100317,2024-12-31,C-2013,Shoulder Plus,Apparel,Jackets,Europe,UK,Callahanton,4,115.05,,460.2,,,,,
O-100318,2024-09-12,C-6172,Court X,Apparel,Shirts,North America,USA,Christinaland,7,694.93,,4864.51,,,,,
O-100319,2025-01-08,C-6956,Drop X,Electronics,Phones,North America,USA,Port Jeffreyland,4,94.04,,376.16,,,,,
O-100320,2025-03-25,C-9004,Teacher X,Furniture,Sofas,Asia,Japan,New Carolyn,9,791.23,,7121.07,,44.15,Medium,,
O-100321,2024-12-08,C-3417,Boy Mini,Apparel,Jackets,North America,USA,East Virginiamouth,20,868.5,,17370.0,,,,,
O-100322,2025-07-08,C-8218,Anything Plus,Electronics,Phones,Asia,China,Knighthaven,1,601.23,,601.23,161.99,,Low,,
O-100323,2025-06-05,C-6816,Well Pro,Apparel,Shirts,Asia,India,North Scott,15,138.21,,2073.15,,,Medium,,
O-100324,2024-12-12,C-8554,Thank X,Furniture,Chairs,North America,Canada,Hendersonborough,6,656.72,,3940.32,,49.36,,,
O-100325,2025-04-11,C-3317,Player X,Furniture,Tables,Asia,India,South Christianberg,9,374.08,,3366.72,,,Low,,
O-100326,2025-02-11,C-4861,Sister Mini,Electronics,Laptops,Europe,France,East Toniberg,15,937.45,,14061.75,,,Medium,,
O-100327,2025-05-27,C-7186,Smile Plus,Furniture,Sofas,North America,Canada,West Rebecca,6,908.69,,5452.14,,,,,
O-100328,2025-02-01,C-6499,Task Mini,Furniture,Sofas,North America,Canada,Jessicaborough,5,248.49,,1242.45,,,,,
O-100329,2024-11-09,C-4515,Put X,Apparel,Jackets,Europe,France,South Grace,2,632.99,,1265.98,,,,Carl Graham,
O-100330,2024-12-22,C-3526,Read Pro,Apparel,Shoes,Asia,India,Floresview,13,401.07,,5213.91,,31.47,,Roy Sherman,
O-100331,2025-03-12,C-7859,Capital X,Furniture,Tables,Europe,France,Schultzborough,13,457.68,,5949.84,,47.75,,,
O-100332,2025-07-11,C-9595,Would Mini,Electronics,Phones,Europe,Germany,North Kimberlymouth,19,367.09,,6974.71,,,,Travis Aguirre,
O-100333,2025-03-29,C-5671,Democratic Plus,Electronics,Phones,Europe,Germany,Danielmouth,17,462.01,,7854.17,,26.46,,,
O-100334,2024-10-08,C-9262,Two Mini,Apparel,Shirts,Europe,France,Haynesmouth,12,174.17,,2090.04,,,,,
O-100335,2025-04-06,C-2615,Far Mini,Apparel,Shirts,Asia,China,Williamsberg,20,253.85,,5077.0,,,,,
O-100336,2025-02-27,C-9690,Treatment Mini,Apparel,Shoes,Europe,Germany,Brianchester,11,962.27,,10584.97,,,,,
O-100337,2025-04-23,C-3821,Money Pro,Furniture,Chairs,Asia,Japan,Catherinemouth,6,755.64,,4533.84,743.81,,Medium,,
O-100338,2025-05-18,C-4246,Benefit Plus,Furniture,Chairs,Asia,India,Warnerport,18,883.13,,15896.34,,,Low,,
O-100339,2025-02-16,C-3835,Under Mini,Apparel,Shirts,Europe,UK,Saramouth,2,227.98,0.01,451.4,,,High,,
O-100340,2024-11-03,C-3635,College Mini,Furniture,Sofas,Europe,UK,Denisefort,7,891.3,,6239.1,,,,,
O-100341,2024-12-13,C-7625,Have Pro,Apparel,Shirts,Asia,India,Mitchellview,19,80.98,,1538.62,,32.41,,,
O-100342,2024-12-19,C-8915,Everything Plus,Furniture,Chairs,Europe,UK,Benjaminview,4,136.55,,546.2,,,,,
O-100343,2025-07-16,C-9942,Democratic Mini,Electronics,Phones,Europe,UK,Rebeccaport,6,274.73,0.23,1269.25,,,,,W3
O-100344,2024-09-06,C-2273,Thus Pro,Apparel,Jackets,North America,Canada,Lawrencebury,9,457.19,0.24,3127.18,,,,Kelsey Washington,
O-100345,2024-10-23,C-4090,Owner Mini,Apparel,Shoes,North America,USA,West Jose,17,978.1,,16627.7,,,,,
O-100346,2025-06-27,C-1700,Director Plus,Apparel,Shirts,Asia,Japan,Lake Katiemouth,9,896.29,,8066.61,2271.31,,,,
O-100347,2025-07-07,C-4089,Base Plus,Electronics,Tablets,North America,USA,Quinnview,19,519.77,,9875.63,,,,,
O-100348,2024-10-22,C-5205,Future Plus,Electronics,Laptops,North America,USA,Port Joshua,7,168.5,,1179.5,,,,,W1
O-100349,2025-05-04,C-6614,Analysis X,Furniture,Chairs,Asia,India,North Douglas,7,654.73,,4583.11,,27.44,Medium,,
O-100350,2025-04-10,C-1648,Chance X,Furniture,Chairs,North America,USA,Mckinneystad,9,66.81,,601.29,,,,Matthew Smith,W4
O-100351,2024-12-29,C-4295,Mouth Plus,Apparel,Shirts,North America,Canada,Mcneilborough,16,582.16,,9314.56,2165.31,,High,,
O-100352,2024-10-23,C-4221,Food Plus,Furniture,Sofas,Europe,France,Davishaven,14,382.3,0.24,4067.67,,,Medium,,
O-100353,2025-04-21,C-6806,Investment Pro,Electronics,Tablets,North America,USA,Amandaview,18,98.46,,1772.28,,,,,
O-100354,2025-03-13,C-8056,City Plus,Electronics,Tablets,Europe,France,Scottshire,16,56.67,,906.72,,,,,
O-100355,2024-11-26,C-6417,Force Plus,Electronics,Phones,Asia,China,Ryanview,1,787.85,,787.85,,,,,
O-100356,2024-09-30,C-5331,Smile Mini,Apparel,Shoes,Europe,Germany,Danielleview,8,830.63,,6645.04,,,Medium,Dana Everett,W4
O-100357,2024-09-30,C-4914,Adult X,Electronics,Phones,Asia,China,Maxwellbury,17,382.63,,6504.71,,,,,
O-100358,2024-10-30,C-9689,Season X,Apparel,Shoes,Asia,Japan,South Kathryn,1,223.81,,223.81,,,,,
O-100359,2024-09-19,C-8316,Up X,Electronics,Laptops,Europe,France,Williammouth,2,827.92,,1655.84,,,,,
O-100360,2024-09-18,C-2422,Other Pro,Electronics,Phones,North America,USA,Lake Ashleychester,17,264.39,,4494.63,,,,Peter Guzman,
O-100361,2024-08-21,C-8852,Because X,Furniture,Chairs,Europe,France,Lake Michaelmouth,3,581.33,,1743.99,311.49,,,,
O-100362,2025-06-26,C-6370,Single Pro,Furniture,Sofas,North America,USA,Rodriguezview,10,239.05,,2390.5,,,Low,Cindy Townsend,
O-100363,2025-02-05,C-4557,Stand Plus,Apparel,Shirts,North America,USA,West Staceyshire,12,572.02,,6864.24,,,,,
O-100364,2024-10-13,C-8037,Indicate Mini,Apparel,Jackets,Europe,Germany,Rogersview,5,890.9,,4454.5,,,,,
O-100365,2025-02-07,C-4526,Before Mini,Furniture,Tables,Europe,France,Mcdowellberg,7,957.48,,6702.36,,40.65,,Lindsey Jones,
O-100366,2025-05-04,C-7504,Window X,Apparel,Jackets,North America,Canada,South Robert,15,928.45,,13926.75,,44.26,High,Angela Buckley,
O-100367,2024-12-03,C-3600,Father Plus,Electronics,Tablets,North America,Canada,North Kathleenside,3,606.15,,1818.45,,,,,W4
O-100368,2024-11-11,C-5561,Act Pro,Apparel,Jackets,Asia,Japan,West Adrian,16,585.24,0.28,6741.96,,,,,
O-100369,2024-10-15,C-8231,Woman Pro,Furniture,Sofas,North America,USA,Kimberlyberg,16,144.78,,2316.48,,,,,
O-100370,2025-01-24,C-9749,Sister Plus,Electronics,Phones,Europe,Germany,East Davidberg,18,569.97,,10259.46,,,,,
O-100371,2024-07-29,C-9678,Board Plus,Apparel,Shirts,Europe,UK,Richardfurt,2,258.46,,516.92,,,,,W2
O-100372,2025-04-21,C-8252,Spring X,Apparel,Jackets,North America,Canada,East Michellefort,15,750.5,,11257.5,,,Medium,,
O-100373,2024-08-05,C-8260,Free X,Apparel,Jackets,North America,Canada,Lake Jessica,1,797.65,,797.65,,,,,W3
O-100374,2025-05-27,C-3169,Finish Mini,Furniture,Chairs,Europe,UK,Lake Terri,1,17.6,,17.6,,49.58,High,,
O-100375,2025-06-02,C-6889,Action X,Apparel,Shirts,Asia,Japan,East Troymouth,16,730.65,0.02,11456.59,,,,,
O-100376,2024-11-26,C-3783,Their X,Electronics,Phones,Asia,India,Jasonhaven,5,153.27,,766.35,,,,,
O-100377,2025-07-11,C-6941,Run Plus,Furniture,Chairs,Europe,Germany,Port Monica,16,507.4,,8118.4,,,,Dr. Christian Carroll,
O-100378,2024-11-15,C-4364,Decide Plus,Furniture,Chairs,Europe,UK,Port Lisaland,9,475.52,,4279.68,,,,,
O-100379,2024-11-23,C-1757,Whose Pro,Apparel,Shirts,North America,Canada,Mooremouth,15,456.17,,6842.55,,,,,
O-100380,2024-10-20,C-3110,Free Pro,Electronics,Tablets,North America,Canada,Judyfurt,15,746.44,,11196.6,1529.39,,Low,,
O-100381,2024-12-10,C-1102,Political Pro,Apparel,Shoes,Asia,Japan,Matthewchester,9,286.75,,2580.75,,,,,
O-100382,2025-03-15,C-1196,Daughter X,Apparel,Shoes,Asia,China,Bateshaven,13,436.43,0.14,4879.29,1398.84,,,,
O-100383,2025-01-20,C-9878,Might X,Furniture,Tables,Asia,China,East Jessicaport,3,545.78,,1637.34,,,,,
O-100384,2024-10-29,C-5849,Show Pro,Apparel,Shoes,North America,Canada,Hollandborough,19,914.12,0.25,13026.21,,20.4,,,W1
O-100385,2024-12-09,C-6278,West Plus,Electronics,Tablets,North America,USA,Lake Michael,4,648.46,,2593.84,,,Medium,,W3
O-100386,2024-09-14,C-9333,Join Plus,Furniture,Sofas,North America,USA,Lake Thomaston,20,505.03,,10100.6,,,,,W2
O-100387,2025-01-12,C-5283,Scene X,Electronics,Phones,Europe,UK,West Vicki,1,812.12,,812.12,,,,,
O-100388,2025-03-10,C-9891,Ago X,Apparel,Shirts,Asia,Japan,Robertstad,15,920.87,0.09,12569.88,,26.71,,,
O-100389,2024-09-16,C-2415,Radio Mini,Furniture,Chairs,Europe,Germany,West Paulbury,15,108.53,0.09,1481.43,,,,,
O-100390,2024-10-11,C-8169,Notice Pro,Electronics,Tablets,North America,Canada,Sandovalview,5,905.16,,4525.8,832.42,,,,
O-100391,2025-06-13,C-4009,Recent X,Furniture,Tables,North America,Canada,Ronaldstad,17,91.25,,1551.25,,,,Laura Sanders,
O-100392,2025-02-26,C-2432,Too Pro,Electronics,Phones,Asia,Japan,South Michelleport,2,487.88,,975.76,,7.53,,,
O-100393,2025-06-29,C-8018,Woman Pro,Furniture,Tables,Asia,India,Millertown,2,787.22,,1574.44,,,,,
O-100394,2024-11-18,C-4565,North Pro,Electronics,Phones,North America,Canada,Heatherbury,9,677.49,0.0,6097.41,,,Medium,,
O-100395,2025-05-12,C-9713,Save Mini,Apparel,Shoes,Europe,UK,Lake Veronica,14,527.47,,7384.58,,,,,
O-100396,2025-04-05,C-7959,Song X,Apparel,Shirts,Asia,Japan,Vargaston,1,287.37,,287.37,,,,,
O-100397,2024-10-07,C-5807,Draw X,Apparel,Jackets,Asia,China,Moonshire,15,717.01,,10755.15,,,High,,
O-100398,2025-05-20,C-3064,Reach Plus,Apparel,Jackets,North America,USA,North Caroline,9,154.74,0.15,1183.76,,,,,
O-100399,2024-12-10,C-1125,Next Pro,Furniture,Sofas,North America,Canada,South Laura,7,754.86,,5284.02,,,,Christine Payne,
O-100400,2024-09-10,C-1208,Quite Pro,Apparel,Jackets,Europe,UK,West Dawn,13,83.55,,1086.15,,,,,W1
O-100401,2025-01-24,C-9636,Discover Plus,Furniture,Chairs,Europe,Germany,Georgefort,3,241.62,,724.86,101.98,,,,
O-100402,2025-05-08,C-5598,Many Plus,Furniture,Chairs,Asia,Japan,Amyland,6,711.85,,4271.1,948.86,,,,
O-100403,2025-07-19,C-5640,Sometimes X,Apparel,Jackets,North America,USA,Taylorberg,4,21.55,,86.2,,21.26,,Brian Patterson,
O-100404,2024-09-01,C-5464,Very X,Apparel,Jackets,Asia,India,Brandistad,13,899.45,0.17,9705.07,,,,,W3
O-100405,2024-12-25,C-6970,Likely Mini,Electronics,Tablets,Asia,Japan,Abigailstad,2,164.65,0.06,309.54,36.62,,High,,
O-100406,2025-03-02,C-9935,Admit Pro,Furniture,Chairs,Asia,India,New Francesshire,2,526.63,,1053.26,,,,,
O-100407,2025-03-31,C-7488,Bank Pro,Electronics,Laptops,Asia,Japan,Edwardland,7,648.28,,4537.96,,22.71,,,
O-100408,2025-01-27,C-1772,Where Pro,Furniture,Tables,Europe,France,Longborough,6,874.86,,5249.16,,,,,W1
O-100409,2025-02-17,C-2329,Health X,Furniture,Tables,North America,USA,Port Leslie,5,720.54,0.28,2593.94,,,,,
O-100410,2025-01-30,C-5382,Their Pro,Electronics,Phones,Europe,Germany,Cohenville,4,348.51,0.29,989.77,,,,,
O-100411,2025-07-20,C-8529,Why Pro,Electronics,Phones,North America,USA,Longhaven,2,137.95,,275.9,,,,,
O-100412,2025-06-16,C-3327,Protect X,Furniture,Sofas,North America,USA,Williamfort,12,12.11,,145.32,,16.36,,,
O-100413,2025-01-09,C-1504,Receive Mini,Apparel,Jackets,North America,USA,Cookmouth,15,413.89,,6208.35,734.28,,,,W4
O-100414,2025-05-11,C-4523,Wish Mini,Electronics,Laptops,Asia,Japan,Port Mikayla,5,340.84,,1704.2,,,,,
O-100415,2024-08-26,C-5685,Real Pro,Furniture,Chairs,North America,Canada,South Dennis,13,41.82,,543.66,,,,Christopher Cooper,W1
O-100416,2025-01-07,C-3677,Agree Pro,Electronics,Phones,Asia,Japan,South Heatherbury,16,671.4,,10742.4,,,,,W4
O-100417,2025-01-23,C-3547,Than Mini,Apparel,Shirts,Europe,Germany,Craigton,20,297.81,,5956.2,837.69,,,,
