Order ID,Order Date,Customer ID,Product Name,Category,Sub-Category,Region,Country,City,Quantity,Unit Price,Discount (%),Total Sales,Profit,Shipping Cost,Order Priority,Sales Rep,Warehouse Code
O-7573,2025-02-28,C-2665,Interest Mini,Electronics,Tablets,Asia,China,East Kevinside,15.0,85.86,0.29,914.41,257.29,36.23,,Marcus King,W2
O-5724,,,Health X,Apparel,Shirts,Asia,Japan,Keithstad,14.0,672.05,,9408.7,2756.91,17.22,Low,,
O-8823,2024-08-21,,Those Mini,Furniture,,North America,USA,West Jasmine,5.0,,0.13,0.0,0.0,8.59,High,James Boone,W2
O-4345,2025-05-01,C-4150,Beyond Plus,Apparel,,Asia,China,North Charlestown,8.0,893.48,0.09,6504.53,1545.65,35.95,High,Heather Baker,W4
,2024-09-07,C-2800,Now Mini,Apparel,Shirts,North America,USA,West Anita,,305.47,0.13,265.76,61.35,41.6,High,Sandra Silva,W4
O-3254,,C-9655,Actually Plus,Furniture,Sofas,Europe,France,West Laura,4.0,34.8,0.14,119.71,15.08,33.69,Low,George West,W3
O-9892,2025-05-19,C-8613,Focus Pro,Electronics,Phones,Asia,,,17.0,877.2,0.24,11333.42,2161.4,42.45,Medium,Elizabeth Jenkins,W4
O-9546,,C-4691,Support Pro,Electronics,Laptops,North America,USA,Port Tina,17.0,593.42,0.1,9079.33,1450.49,23.1,Medium,Gregg Zimmerman,W2
O-1283,,,Him Mini,,Sofas,Asia,Japan,Hornshire,15.0,564.3,,8464.5,1127.22,38.45,Medium,William White,W1
O-4171,2025-05-21,C-8703,Art X,Apparel,Shirts,Asia,China,Rebeccaside,6.0,987.78,0.15,5037.68,780.98,13.64,,Jonathan Chavez,W3
,2025-05-30,,Air Plus,Apparel,Jackets,Europe,UK,Gallowayhaven,16.0,770.67,0.21,9741.27,1325.74,,Medium,Patrick Pearson,W3
,2025-04-15,C-4219,Particular Pro,Furniture,Sofas,Europe,UK,Amyhaven,8.0,831.08,0.18,5451.88,1620.83,25.5,Low,,W1
O-9219,2024-09-07,C-3820,Physical Plus,Apparel,,North America,USA,West Daisy,1.0,920.96,0.11,819.65,187.33,11.89,High,Jonathan Henry,W1
O-8411,2024-09-06,C-8315,Practice Plus,Electronics,Tablets,Europe,France,Jamestown,3.0,710.33,0.23,1640.86,395.7,45.23,Low,Willie Chen,W3
O-2535,2025-07-13,C-7373,Can X,,Sofas,Europe,France,,16.0,,0.09,0.0,0.0,10.97,High,Marvin Guerra,
,2024-11-28,C-8339,Page Mini,,Chairs,Asia,,New David,11.0,848.24,0.06,8770.8,2601.02,29.12,Medium,Danielle Williams,W4
O-3732,2025-04-27,C-6109,Guy Plus,Furniture,,,China,,14.0,107.07,,1498.98,178.94,32.93,High,James Baker,W2
,2024-10-18,C-8086,Report Plus,Electronics,Tablets,Europe,Germany,Jacquelinechester,15.0,494.96,0.08,6830.45,1555.66,42.38,Low,Brianna Clark,W3
O-3922,,C-7300,Huge Mini,Electronics,Phones,Europe,Germany,East Annefurt,,509.88,0.21,402.81,75.46,29.95,Medium,Samantha White,W2
O-1367,,C-9670,Low Pro,Electronics,Tablets,Europe,UK,East John,8.0,252.27,0.08,1856.71,446.07,48.09,High,Rebekah Murray,W2
O-5638,,C-5613,Half Mini,Electronics,Phones,Asia,Japan,,4.0,457.32,0.05,1737.82,293.65,13.06,Medium,Helen Hodges,W4
O-9890,2024-08-06,C-5720,,Apparel,Shirts,,,Lake Maryshire,,,0.2,0.0,0.0,13.77,Low,Alan Jackson,W2
O-3775,2024-09-06,C-2138,Management Mini,Electronics,Tablets,Europe,Germany,,,203.79,0.14,175.26,36.27,41.86,Medium,Cathy Everett,
O-4991,2025-01-06,C-3309,Young X,Electronics,Phones,,,North Calvin,18.0,107.96,0.27,1418.59,279.2,44.64,Medium,Leslie Dalton,W1
O-3586,2025-05-18,C-8688,Know X,Electronics,Tablets,North America,USA,Port Jaredmouth,18.0,678.09,0.02,11961.51,1303.83,33.12,Low,Phillip George,W1
O-1771,2025-04-13,C-2761,Find X,Electronics,Tablets,Europe,,Thomasmouth,11.0,966.89,0.08,9784.93,2288.59,,Medium,Katelyn Howell,W3
O-7292,2024-10-06,C-5502,Wind Mini,Apparel,Jackets,Europe,Germany,North Michael,7.0,561.2,0.29,2789.16,319.8,13.77,High,John Navarro,W1
O-4065,,C-1505,Trade Pro,Apparel,Jackets,Europe,UK,South Cassandra,10.0,211.53,0.15,1798.01,211.61,,Low,Melissa Walker,W4
O-1034,2025-03-28,C-7581,Value Mini,Electronics,,Europe,UK,Thomashaven,17.0,661.57,0.22,8772.42,1988.17,33.36,Low,Sarah Boone,W4
O-5746,,C-4854,,Furniture,Chairs,,USA,North David,19.0,,,0.0,0.0,,High,,
O-9243,2025-03-28,C-2476,But Mini,Electronics,Tablets,Asia,Japan,New Ryanhaven,,796.09,0.19,644.83,168.47,,Medium,Roger Harvey,W4
O-4316,2025-04-23,C-1949,Study X,Apparel,Shirts,North America,USA,Kaiserton,5.0,308.64,0.03,1496.9,330.54,49.94,High,Andrew James,W1
O-6997,2025-04-26,C-1186,Chance X,Electronics,Tablets,Asia,India,New Angela,1.0,567.01,0.23,436.6,46.75,29.7,Medium,Alexandra Cruz,W4
,2025-03-02,,,Furniture,Tables,Asia,China,Brucemouth,11.0,422.75,0.2,3720.2,609.72,18.87,High,Susan Doyle,W2
O-3148,2025-06-20,,Interesting Mini,Furniture,Sofas,Asia,China,New Mariashire,9.0,179.28,0.29,1145.6,240.93,5.19,Medium,Amanda Moore,W4
O-1807,,C-9631,Door Plus,Apparel,Shoes,Asia,India,Port Debraland,8.0,526.53,0.28,3032.81,673.96,35.34,Low,Diane Farrell,
O-4014,2024-12-21,,Choose Mini,Electronics,Laptops,Asia,Japan,Davidsonstad,5.0,366.92,0.05,1742.87,414.89,41.13,Low,Pamela Villanueva,W1
O-3233,2025-02-11,C-7975,Sign Plus,Electronics,Tablets,,,Lake Renee,19.0,967.5,,18382.5,2815.72,,High,Monique Young,W1
O-7490,2024-09-09,C-6036,Somebody Pro,Furniture,,North America,USA,Ianmouth,9.0,916.15,0.14,7091.0,2059.9,38.5,High,Charles Morrow,W4
O-3111,2024-08-01,C-7059,Common Plus,Furniture,Tables,North America,Canada,South Toni,5.0,252.37,0.1,1135.66,203.46,45.67,High,Jon Whitehead,W4
O-5524,2024-11-29,,Trouble Pro,,Shoes,Europe,Germany,East Sarahstad,19.0,519.52,0.15,8390.25,1675.59,35.46,High,David Baker,W2
O-2836,2024-12-17,C-9724,Share Pro,Apparel,Shirts,Europe,France,Lake Markburgh,8.0,958.55,0.13,6671.51,1699.2,21.59,Medium,Kaitlyn Boyd,W3
O-8318,2025-01-27,C-3172,Word Mini,Apparel,Shirts,Asia,,,16.0,242.79,,3884.64,1089.91,8.24,Low,Adam Welch,W1
O-1787,2025-06-14,C-1170,During Pro,Furniture,Tables,North America,USA,Johnsonberg,15.0,201.87,0.3,2119.64,571.79,30.8,High,Rachel Armstrong,W3
O-7007,,C-7185,But Mini,Apparel,Jackets,Asia,China,Emilystad,2.0,152.45,0.21,240.87,28.77,14.01,Low,,W3
,2024-12-29,C-9362,Reflect Plus,Apparel,Jackets,Asia,Japan,Port Jennifer,9.0,660.27,0.27,4337.97,622.11,,High,Linda Harris,W4
O-4908,2025-01-06,C-7748,,Furniture,Sofas,North America,,East Marvinside,13.0,,0.21,0.0,0.0,13.16,Low,Timothy Clay,W3
O-5330,2024-09-05,C-1708,Future Mini,Furniture,,Europe,France,Gambletown,4.0,246.6,0.23,759.53,202.4,46.51,High,,W4
O-2023,2024-08-03,C-7702,Fire X,Apparel,Shoes,North America,Canada,Youngberg,15.0,796.97,,11954.55,3316.28,15.2,Medium,William Stone,W4
O-9910,2024-11-10,C-6181,Student Plus,Furniture,Chairs,North America,Canada,South Danielbury,11.0,922.48,0.1,9132.55,2049.42,23.39,Low,Caleb Dominguez,W3
O-3705,2025-02-08,C-7288,Various Pro,Furniture,Sofas,North America,Canada,Ericton,,107.15,0.21,84.65,9.1,,Medium,Diana Blair DVM,W4
O-3160,2024-09-01,C-9897,Stop X,Electronics,Tablets,Asia,Japan,Clarkhaven,17.0,559.36,,9509.12,1384.13,23.72,High,Jason Jenkins,W1
O-2552,2024-10-16,C-5367,Each X,Apparel,Shirts,Asia,Japan,,7.0,182.79,0.12,1125.99,300.31,30.5,Medium,,W1
O-9103,2024-07-28,C-5341,Sense Pro,,Chairs,Europe,,Alvarezshire,14.0,,0.18,0.0,0.0,43.43,Low,Jeffrey Monroe,W4
O-3763,2024-12-01,C-2877,System Pro,,Shirts,Asia,,Christopherland,17.0,606.58,0.17,8558.84,1532.64,28.02,,Allison Schwartz,W3
O-5811,2025-05-29,C-7594,Address X,Apparel,Shirts,Asia,China,Myerstown,13.0,553.27,0.17,5969.78,777.84,,Medium,Tina Johnson,W4
O-3628,2024-10-05,C-8438,,Furniture,Chairs,Europe,UK,Maxwellburgh,8.0,103.36,0.23,636.7,108.23,38.47,High,Ryan Rogers,W1
O-1666,2025-06-07,C-7085,Card Pro,Apparel,Shoes,North America,USA,East Erintown,,365.46,0.2,292.37,54.56,17.35,Medium,William Cobb,W3
O-2051,2024-11-20,C-7430,,Furniture,Sofas,North America,USA,,7.0,37.82,0.25,198.56,42.85,,Low,Brooke Hart PhD,W2
O-2760,2024-11-23,,Thought Mini,Furniture,Tables,Asia,India,Kevinburgh,3.0,142.78,0.23,329.82,82.61,17.52,Medium,Whitney Lopez,W1
O-4505,2024-10-13,C-1026,Meeting Plus,Electronics,Tablets,Asia,China,Charlesmouth,11.0,674.1,0.27,5413.02,1128.66,5.16,Medium,Juan Harvey,W3
O-6378,2025-04-19,C-1077,On Plus,Furniture,Sofas,Asia,India,Port David,9.0,143.85,0.28,932.15,122.91,48.01,High,Gabriel Chandler,W4
O-4255,,C-1341,,Electronics,Laptops,Europe,Germany,Millerside,19.0,,0.12,0.0,0.0,49.04,High,Sara Zuniga,W3
O-6246,2024-09-29,C-9554,Letter Pro,Apparel,Shoes,North America,,Port Amyfurt,17.0,,0.04,0.0,0.0,48.61,High,Abigail Soto,W1
O-2373,2025-05-23,C-2340,Cup Mini,Apparel,Shoes,North America,Canada,Port Jeffrey,14.0,303.65,,4251.1,661.76,,High,Justin Wyatt,W1
O-7066,2025-03-11,C-7285,Visit Pro,Furniture,Sofas,Europe,Germany,North Donald,1.0,840.91,0.26,622.27,185.21,48.23,Low,,W1
O-4441,2025-02-18,C-1854,Nature X,Electronics,Phones,Asia,India,East Joshua,18.0,219.39,0.13,3435.65,500.09,15.35,Low,James Phillips,W3
O-9574,2025-03-10,C-8777,Rather Mini,Apparel,Shirts,Asia,India,Taylorhaven,17.0,,0.23,0.0,0.0,16.19,High,John Clark,
O-6543,,C-8802,Game Plus,,Shoes,,USA,New Mary,19.0,917.54,0.15,14818.27,2699.35,37.58,Low,Jose Wilson,W2
O-3260,2024-10-26,C-9747,Whom X,Apparel,Shirts,,Japan,Port Christine,,995.77,,995.77,272.37,37.43,High,Steven Green,W2
O-3434,2024-11-11,C-3954,Hold Pro,Electronics,Laptops,North America,USA,Lake Kelli,4.0,763.51,0.24,2321.07,366.12,13.96,Medium,Andrew Ayala,W2
O-6298,2025-01-21,C-6501,Way Plus,Electronics,Phones,Asia,India,West Sandraborough,5.0,579.82,0.01,2870.11,537.75,45.4,,Megan Owens,W1
,2025-05-13,C-5290,Affect Plus,Electronics,Laptops,North America,USA,North Keith,4.0,260.5,0.26,771.08,174.54,20.77,Low,Ryan Smith,
O-7215,2025-03-28,C-7579,Peace Mini,Apparel,Shirts,North America,USA,Martinside,5.0,296.39,,1481.95,200.51,19.16,Low,,W1
O-3065,2024-10-25,C-3271,Of X,Apparel,,Europe,France,North Jeffreyside,9.0,626.05,0.04,5409.07,1322.59,14.72,High,Samantha Ryan,W2
O-4745,2025-02-10,C-6732,Build Plus,Furniture,Chairs,Asia,India,Taylorland,9.0,816.16,0.06,6904.71,1513.57,30.03,Low,Joseph Aguilar,W1
O-8892,2024-08-09,C-2659,Cell Plus,Electronics,Tablets,North America,USA,Andrewton,7.0,452.95,0.27,2314.57,357.44,33.99,High,Joseph Williams,W4
O-9689,2025-01-11,C-9778,,Apparel,Jackets,Europe,France,Davisstad,,893.55,0.09,813.13,172.55,27.51,,Ronald Wagner,W1
,2025-04-12,C-4807,Thank Plus,Electronics,Phones,Europe,Germany,,8.0,87.5,0.19,567.0,161.3,42.0,Low,Mackenzie Moore,W2
O-7772,2024-12-29,C-1843,,Furniture,Sofas,Europe,France,Davidstad,1.0,704.94,0.04,676.74,201.34,12.96,High,Elizabeth Mcpherson,W3
O-2527,2025-04-13,C-5222,Between Mini,Furniture,Tables,Europe,Germany,New Christopher,5.0,577.39,0.2,2309.56,627.25,38.22,Low,,
O-9133,2025-04-09,C-5331,Professional Pro,Apparel,Shoes,Asia,China,Alberttown,11.0,682.7,0.13,6533.44,930.38,,Medium,Rebecca Manning,W1
O-3829,2024-08-29,C-4594,Executive Plus,Furniture,Chairs,Asia,Japan,Lisafurt,2.0,131.33,,262.66,46.88,14.39,High,Sara Chavez,W3
O-4486,2025-04-26,C-5410,Eat Plus,Furniture,Chairs,Asia,Japan,Sherihaven,,222.92,0.25,167.19,40.11,19.55,Medium,Christopher Wagner,W2
O-9659,2025-03-27,C-4260,,Furniture,Chairs,North America,USA,East Courtneystad,15.0,758.03,0.27,8300.43,2389.54,48.2,High,Julie Li,W4
O-4864,,C-8912,Simple Mini,Electronics,Laptops,Asia,Japan,South Larryview,12.0,,,0.0,0.0,39.99,Medium,Vanessa Blake,W4
,2025-07-06,C-3070,That Mini,Electronics,Laptops,Asia,India,South Sharonport,3.0,920.65,0.05,2623.85,279.75,7.74,Low,Laura Smith,W2
O-6625,2025-06-30,C-4455,Actually X,Furniture,Sofas,Europe,UK,East Michaelside,15.0,964.56,0.15,12298.14,2307.75,47.65,,Jacob Sanchez,W2
O-2131,2024-10-21,C-7277,Wind X,Electronics,Laptops,Asia,,Kimbury,14.0,418.59,0.25,4395.19,968.46,15.13,High,,W1
O-7333,2024-12-26,C-2065,Lot Mini,Furniture,Tables,North America,USA,Hoffmanville,11.0,256.31,0.22,2199.14,436.32,27.73,,Erica Perez,W4
O-8053,2025-07-20,C-2613,Glass Plus,Furniture,,Asia,Japan,Port Ashlee,7.0,433.52,0.25,2275.98,571.43,37.46,Low,Heather Baker,W2
O-7580,,C-3730,Represent Pro,Furniture,Sofas,Europe,Germany,Juanton,2.0,141.09,0.3,197.53,24.73,34.74,High,Nicholas Webb,W2
O-8258,,C-7665,Political Mini,,Shoes,Europe,Germany,Wardfort,9.0,976.37,,8787.33,2406.04,7.38,,Mary Richardson,W3
,2025-03-13,C-7626,Month Mini,Apparel,Shirts,Asia,India,Smithburgh,3.0,785.51,0.2,1885.22,553.17,15.5,Medium,Elizabeth Hutchinson,W1
,2025-04-22,C-4630,Source Mini,Apparel,Jackets,North America,USA,South Robertport,3.0,,0.13,0.0,0.0,16.68,High,Anne Crawford,W4
O-3202,2025-01-22,,Claim X,Furniture,Chairs,Europe,UK,Lake Daniel,,218.5,0.0,218.5,64.48,5.76,Medium,Barbara Hoffman,W3
O-1952,2025-03-23,C-2616,Happy Plus,Furniture,Chairs,Europe,France,,15.0,209.59,0.16,2640.83,490.94,44.35,Low,Daniel Jackson,W4
O-3093,2024-11-23,C-9340,While Mini,Furniture,Sofas,Europe,UK,Harperville,17.0,945.6,0.06,15110.69,4376.72,25.12,Medium,,W2
O-4467,2025-01-19,C-9032,,Furniture,,Europe,Germany,Sellersstad,2.0,99.1,0.16,166.49,42.63,26.02,High,,W1
,2024-08-07,C-8657,Book Mini,Electronics,Tablets,Asia,Japan,Larrymouth,6.0,108.23,0.03,629.9,159.18,19.28,Medium,Regina Morgan,W3
O-3401,2025-02-13,C-5561,Life X,Electronics,Tablets,North America,USA,Parkerchester,11.0,175.91,0.12,1702.81,468.24,,Low,Amy Robertson,W2
O-4365,2025-06-30,C-3482,Be Pro,Apparel,Jackets,North America,USA,Martinhaven,3.0,610.58,0.2,1465.39,288.14,,High,Caroline Hebert,W1
O-3668,2025-04-06,C-2674,Way Plus,,Laptops,Asia,China,Brownville,8.0,624.19,0.09,4544.1,1160.98,18.92,High,Dave Booth,W2
O-2378,2025-05-30,C-3146,Since Pro,Apparel,Jackets,North America,Canada,East Lori,4.0,,0.09,0.0,0.0,28.14,Medium,Kirk Knapp,W3
O-7702,2025-01-07,C-4248,Political Plus,Apparel,Shoes,Europe,France,Sanchezchester,8.0,164.05,0.24,997.42,153.31,27.49,Low,Alan Cooper,W2
O-5054,2025-02-06,C-7782,Concern Plus,Electronics,Tablets,North America,Canada,Carlberg,4.0,292.51,0.17,971.13,270.52,43.3,Medium,Laurie Simpson,W3
O-6884,2024-08-06,C-5067,Purpose X,Electronics,,Asia,,East William,3.0,813.29,0.02,2391.07,551.39,,Medium,Joshua Lutz,W2
O-2189,2025-01-27,C-4356,Describe Plus,Apparel,Shirts,North America,Canada,Millerview,18.0,569.81,0.09,9333.49,2786.64,42.73,High,Rachel Wright,W2
O-5645,2025-03-19,C-6219,While X,Furniture,,Asia,India,Sandratown,4.0,284.54,0.02,1115.4,171.33,37.78,High,,W3
O-6980,2025-06-09,C-8574,Value Plus,Apparel,Shoes,North America,Canada,New Michealhaven,13.0,699.15,0.18,7452.94,1628.04,28.68,High,Joseph Graham,W4
O-3448,2025-01-15,,Several Pro,Electronics,Laptops,Asia,India,South Amyberg,7.0,704.96,0.09,4490.6,1213.86,22.28,,,W4
O-8534,2024-10-08,C-7637,Item Pro,Electronics,Laptops,North America,Canada,Coleland,14.0,152.96,0.23,1648.91,467.63,20.55,High,,W1
O-8571,2025-06-18,C-9439,Fall Pro,,Tables,Europe,UK,North Jill,2.0,66.41,0.05,126.18,16.83,49.62,High,Ryan Lee,W3
,2024-10-14,C-9112,Mother X,Furniture,Tables,Asia,India,Jacobshire,19.0,628.0,0.29,8471.72,1185.07,32.38,High,Sylvia Fuller,W1
O-7577,2024-09-22,C-8443,,Apparel,Jackets,North America,Canada,South Daniel,,708.69,0.03,687.43,76.33,46.75,,Katherine Boyle,W1
O-4586,2025-07-11,C-5575,Tree X,Electronics,Phones,,Japan,Josephberg,17.0,494.92,0.29,5973.68,1735.42,6.22,High,Gregory Blair,W4
O-4168,2024-11-10,C-5970,Own Pro,Electronics,Laptops,North America,Canada,,16.0,722.85,,11565.6,3410.66,44.48,Low,Mr. William James MD,W2
,2024-12-04,C-2650,Money Mini,,Phones,North America,Canada,New Samantha,6.0,,0.29,0.0,0.0,41.67,Medium,Dominique Shaffer,W1
O-3397,2024-08-08,C-9123,Quickly X,Apparel,Shirts,Europe,UK,Jeanettefort,7.0,378.87,0.14,2280.8,404.18,24.87,High,Rachel Hawkins,W2
O-3543,2025-01-22,C-4324,Quickly Mini,Electronics,,,China,South Natalieburgh,10.0,176.42,0.22,1376.08,269.67,21.86,Medium,Monica Crawford,W2
,2025-01-25,C-4952,Animal Pro,Apparel,Shirts,Asia,India,South Ronaldchester,2.0,474.71,0.17,788.02,204.77,5.14,Low,Marie Gonzalez,
O-6681,2024-12-29,C-9674,,,Laptops,North America,USA,West Randy,14.0,837.35,0.01,11605.67,2183.18,20.51,High,Tonya Holden,W2
O-1264,2025-05-23,C-8258,Get X,Furniture,,Asia,India,Ginaside,3.0,830.24,0.28,1793.32,491.7,29.86,Low,Anthony Anderson,W3
O-4784,2025-06-07,C-1647,While Mini,Apparel,Shirts,,China,West Rebecca,,727.3,0.16,610.93,84.13,23.88,Medium,Stefanie Holloway,W3
O-8802,2024-08-28,C-7807,Staff X,Furniture,Chairs,Asia,Japan,Howardmouth,4.0,224.73,0.05,853.97,195.81,45.86,Medium,Tony Gonzalez,W3
O-8928,2024-09-19,C-3107,Job X,Furniture,Chairs,,Germany,Roseshire,4.0,,0.12,0.0,0.0,35.02,Low,James Johnson,W1
O-9736,2024-11-20,C-9500,What Plus,Furniture,Tables,Asia,India,Port Sarahfort,5.0,23.58,0.13,102.57,17.36,,Medium,,W1
O-8368,2024-12-06,C-4268,Might Plus,Apparel,Jackets,Europe,Germany,North Andre,11.0,399.82,,4398.02,924.35,38.89,Medium,Dustin Blevins,W1
O-3690,2025-01-17,C-2225,With Plus,Furniture,Chairs,Asia,,Edwardbury,,55.67,0.27,40.64,7.39,,Low,Jesse Watson,W2
O-7395,2024-12-20,C-6565,Painting Mini,Electronics,Laptops,,Germany,New Rickyhaven,15.0,505.61,0.12,6674.05,1828.12,19.5,High,John Bowen,W2
O-1234,2024-09-18,C-8026,Stay Plus,Furniture,Tables,Europe,UK,Port Alexanderstad,19.0,432.94,0.22,6416.17,1587.86,,Low,David Rivera,W2
O-1109,2025-05-21,C-4825,Want Plus,Apparel,Shirts,,Germany,East Calvin,18.0,,0.24,0.0,0.0,32.75,Medium,Jordan Williams,W3
O-5648,,C-7745,Above Pro,Electronics,Phones,,USA,Lawsonside,,452.48,0.29,321.26,90.21,5.86,,,W2
O-7365,2025-07-10,C-8339,Lawyer Mini,,Laptops,Asia,Japan,Kyleshire,20.0,123.67,0.16,2077.66,322.81,,Low,Sue White,W4
O-8029,2024-07-30,C-8963,Kid Pro,Furniture,Sofas,Asia,China,West Blakebury,17.0,530.27,0.27,6580.65,1730.12,44.87,High,Megan Frey,W2
O-3217,,C-6291,End X,Apparel,Shoes,Asia,China,East Stacy,4.0,897.97,,3591.88,456.32,18.51,,Jonathan White,W1
O-4751,2024-10-29,C-6098,Five Plus,Electronics,Phones,Europe,Germany,East Randallchester,19.0,644.44,0.09,11142.37,3290.4,49.58,Medium,Austin Leach,W3
O-8583,2025-01-20,,Own X,Electronics,,Asia,India,Port Kimberly,20.0,10.61,0.15,180.37,25.83,35.31,Low,Miss Cynthia Mcdonald,W1
O-6802,2024-09-22,C-6238,Investment Plus,Electronics,Laptops,North America,Canada,Hallbury,9.0,806.76,0.15,6171.71,1043.88,17.86,Low,,W3
O-2670,2024-10-18,C-8647,,Furniture,Sofas,Europe,UK,,19.0,776.04,0.04,14154.97,3073.55,25.59,Low,Eric Moon,W3
O-7015,2024-10-14,C-6960,Future Mini,Apparel,Shirts,Asia,India,,20.0,108.42,0.19,1756.4,238.32,23.03,Medium,Wendy Rodriguez,W2
O-5833,2025-04-20,C-2835,,Apparel,Jackets,North America,Canada,Sherriside,4.0,779.23,0.3,2181.84,590.66,31.43,Low,,W2
O-6337,2024-12-24,C-3827,Western Pro,Electronics,,Asia,,Derekburgh,4.0,839.63,,3358.52,711.85,19.9,High,Timothy Johnson,W2
O-5676,2025-05-28,C-7430,Year X,Electronics,Tablets,North America,Canada,Edwardsshire,,,,0.0,0.0,15.27,High,Leslie Thomas,W2
O-9243,2025-05-17,C-2590,Avoid Plus,Furniture,Chairs,North America,,Tammyhaven,,905.6,,905.6,116.17,42.26,Medium,Brendan Munoz,W3
O-9226,,C-9713,Air Plus,Electronics,Tablets,North America,Canada,Sylviaton,7.0,,,0.0,0.0,7.25,High,Vincent Cole,W2
O-3528,2024-08-20,C-9993,Majority Pro,Furniture,,,India,Lake Cynthia,9.0,148.69,0.09,1217.77,265.01,48.47,Low,Steven Jackson,W4
O-2140,2024-10-25,C-9675,,Furniture,Chairs,Europe,Germany,Brianbury,18.0,202.05,0.11,3236.84,948.01,17.77,High,Alyssa Shields,W3
O-5099,2025-07-13,C-6785,Government Mini,Furniture,Chairs,Asia,India,Toddtown,4.0,321.79,0.18,1055.47,254.46,5.35,Medium,Michael Johnson,W4
O-5246,2024-10-15,,Watch X,Furniture,Chairs,North America,Canada,Melissaland,10.0,454.49,0.29,3226.88,626.43,17.81,High,Ariel Garrett,W3
O-4679,2024-08-18,,Central Plus,Furniture,Chairs,Europe,France,North Timothyshire,3.0,86.72,0.01,257.56,41.8,42.17,Low,,W3
O-8178,2024-12-06,,,Electronics,Laptops,Europe,Germany,Carlberg,20.0,403.62,0.27,5892.85,852.45,8.07,Medium,Sandra Vazquez,W1
O-6820,2025-03-01,C-4359,Third Mini,Electronics,Tablets,Asia,India,,17.0,578.97,0.07,9153.52,1101.74,5.63,High,Susan Hunter,W3
O-4743,2024-12-29,C-5171,Hand Plus,Apparel,Shoes,Asia,China,West Madisonhaven,12.0,10.43,0.12,110.14,19.43,37.45,Medium,David Johnston,W3
O-5172,2025-03-27,C-8366,Thought X,Electronics,Phones,Asia,China,Fullerville,7.0,738.22,0.05,4909.16,615.17,20.95,,Earl Howell,W2
O-5171,2024-10-24,C-9825,Age Mini,Apparel,Jackets,Europe,UK,West Christopherchester,3.0,,0.07,0.0,0.0,20.81,High,Melanie Sanchez,W1
O-2787,,C-7053,,Apparel,Jackets,Asia,,Lauriestad,11.0,486.95,0.03,5195.76,1428.37,35.45,Medium,Gregory Cook,W1
O-6434,2025-04-09,C-8491,Inside Plus,Furniture,Sofas,North America,Canada,Port Dwayne,11.0,590.32,0.05,6168.84,1748.47,6.19,High,Jeffrey Young,W2
O-5701,2024-07-27,C-4257,Garden Pro,Furniture,Sofas,Asia,India,West Corey,16.0,86.97,,1391.52,225.66,42.84,High,Omar Harris,W4
O-1268,2024-09-15,C-9034,,Electronics,Laptops,Asia,India,Tamaraland,15.0,168.42,0.1,2273.67,387.95,14.41,Medium,Anne Perez,W2
,2025-05-15,C-6735,Half Plus,Furniture,Tables,Asia,Japan,Lake Thomas,14.0,652.56,0.02,8953.12,1953.9,,Medium,Caleb Jones,W1
O-8369,2024-08-09,C-8392,Since Mini,,Tables,Europe,Germany,South Karenville,6.0,567.38,0.22,2655.34,341.52,,Medium,Scott Bailey,W3
O-4174,2024-10-06,C-5097,Generation Pro,,Laptops,Europe,UK,East Wayneside,5.0,664.38,0.22,2591.08,563.34,36.04,Low,Jennifer Williamson,W4
O-8123,2024-12-28,C-6486,General Plus,Electronics,Tablets,,USA,Port Lorifort,11.0,424.66,,4671.26,665.04,24.36,Medium,Benjamin Clarke,W2
,2024-09-23,C-1588,Agree Plus,Furniture,Sofas,North America,USA,South Charles,6.0,,,0.0,0.0,22.37,Low,Stephanie Walker,W3
O-7238,2025-07-26,C-9854,,Furniture,Sofas,Asia,China,Erinbury,18.0,431.19,0.05,7373.35,1415.09,31.23,Medium,,W4
O-7085,2025-07-07,C-8416,Perform Plus,Apparel,Shoes,North America,Canada,West Paulchester,,98.41,0.05,93.49,10.99,17.97,Low,,W3
,2024-08-12,C-5480,Election X,Furniture,Chairs,,Canada,,3.0,636.07,0.2,1526.57,360.28,35.21,Medium,Luis Armstrong,W2
O-8934,2025-02-17,C-8943,Wait X,Furniture,Tables,,India,Julietown,1.0,197.89,0.1,178.1,20.86,24.46,Medium,Brian Short,W1
O-5177,2024-08-15,C-1786,Always Plus,Furniture,Tables,North America,Canada,North Christine,3.0,690.16,0.03,2008.37,297.45,41.63,Medium,Janet Sullivan,W1
O-5808,2024-09-05,C-4061,Machine X,Electronics,,Europe,Germany,Laurenbury,5.0,503.04,0.27,1836.1,539.06,48.96,Medium,John Webb,W4
O-9335,2025-02-02,C-4989,Radio X,Electronics,Tablets,Europe,Germany,Davisfurt,8.0,964.3,0.03,7482.97,1291.28,28.93,Low,Marie Phillips,W3
O-1930,2025-07-12,C-2347,Sea Mini,Electronics,Laptops,North America,Canada,Humphreyburgh,4.0,798.83,0.12,2811.88,741.51,13.25,High,Sierra Johnson,W4
O-1356,2025-04-18,C-6730,Catch Pro,Furniture,Sofas,Asia,,West Elizabeth,11.0,249.55,0.12,2415.64,501.16,7.96,Medium,,W4
O-5733,2025-04-03,C-3524,Community Plus,Apparel,Jackets,Europe,Germany,Roberthaven,2.0,746.14,0.12,1313.21,274.27,18.54,High,Mackenzie Page,W2
